t,MAN,MV,MVp,MVi,MVd,MVFF,SP,PV,DV
4.040000000000000000e+02,1.000000000000000000e+00,6.499999999999998579e+01,1.434343187407816878e+01,5.065656812592204972e+01,-2.204107777305263928e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.162355862896002634e+01,5.000000000000000000e+01
4.050000000000000000e+02,1.000000000000000000e+00,6.500000000000001421e+01,1.427684113523262965e+01,5.072315886476759061e+01,-2.192182041007907451e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.163597467257552864e+01,5.000000000000000000e+01
4.060000000000000000e+02,1.000000000000000000e+00,6.500000000000001421e+01,1.421061069800180476e+01,5.078938930199841906e+01,-2.180320831133756353e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.164832353687086197e+01,5.000000000000000000e+01
4.070000000000000000e+02,1.000000000000000000e+00,6.500000000000001421e+01,1.414473861290676737e+01,5.085526138709345645e+01,-2.168523798542557950e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.166060558533231983e+01,5.000000000000000000e+01
4.080000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.407922294101617489e+01,5.092077705898403650e+01,-2.156790596005611399e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.167282117947939923e+01,5.000000000000000000e+01
4.090000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.401406175389009157e+01,5.098593824611012337e+01,-2.145120878143380034e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.168497067887555829e+01,5.000000000000000000e+01
4.100000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.394925313352260332e+01,5.105074686647760984e+01,-2.133514301465420099e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.169705444113881754e+01,5.000000000000000000e+01
4.110000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.388479517228527627e+01,5.111520482771493334e+01,-2.121970524342930408e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.170907282195216226e+01,5.000000000000000000e+01
4.120000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.382068597287166156e+01,5.117931402712855515e+01,-2.110489206973814513e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.172102617507412958e+01,5.000000000000000000e+01
4.130000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.375692364824082148e+01,5.124307635175939168e+01,-2.099070011415122454e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.173291485234918241e+01,5.000000000000000000e+01
4.140000000000000000e+02,1.000000000000000000e+00,6.499999999999998579e+01,1.369350632156199055e+01,5.130649367843821551e+01,-2.087712601545618613e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.174473920371806912e+01,5.000000000000000000e+01
4.150000000000000000e+02,1.000000000000000000e+00,6.499999999999998579e+01,1.363043212615932021e+01,5.136956787384088585e+01,-2.076416643063286139e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.175649957722806960e+01,5.000000000000000000e+01
4.160000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.356769920545721853e+01,5.143230079454298931e+01,-2.065181803465362832e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.176819631904334074e+01,5.000000000000000000e+01
4.170000000000000000e+02,1.000000000000000000e+00,6.500000000000001421e+01,1.350530571292516591e+01,5.149469428707504193e+01,-2.054007752065809175e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.177982977345504878e+01,5.000000000000000000e+01
4.180000000000000000e+02,1.000000000000000000e+00,6.500000000000001421e+01,1.344324981202366764e+01,5.155675018797654019e+01,-2.042894159957877453e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.179140028289148745e+01,5.000000000000000000e+01
4.190000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.338152967615027933e+01,5.161847032384992673e+01,-2.031840700011613905e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.180290818792818186e+01,5.000000000000000000e+01
4.200000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.332014348858571040e+01,5.167985651141448500e+01,-2.020847046871365160e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.181435382729792138e+01,5.000000000000000000e+01
4.210000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.325908944244030963e+01,5.174091055755988577e+01,-2.009912876943299602e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.182573753790072146e+01,5.000000000000000000e+01
4.220000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.319836574060091827e+01,5.180163425939927890e+01,-1.999037868382930741e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.183705965481371436e+01,5.000000000000000000e+01
4.230000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.313797059567812120e+01,5.186202940432207953e+01,-1.988221701082639326e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.184832051130103991e+01,5.000000000000000000e+01
4.240000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.307790222995347662e+01,5.192209777004671878e+01,-1.977464056671672590e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.185952043882369367e+01,5.000000000000000000e+01
4.250000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.301815887532698746e+01,5.198184112467320972e+01,-1.966764618508659285e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.187065976704916181e+01,5.000000000000000000e+01
